btc_height,btc_hash,in_upstream,first_seen_chain
544765,000000000000000000020180eb022e923f5ed5750a3d235a7c855cc431711326,no,
545312,0000000000000000000f1faa71a8fe7544556a2d89bbc0ddafd57c2350fa8114,no,crown
547182,0000000000000000000b1d1a9322fae2af88977762a548dc5c3d9b0dd6a88142,no,
550431,00000000000000000008b5e0da2d67dbeaa5ac4ac9344a8a9c14510491b5671d,no,
558348,000000000000000000136da07c3034e34e360c7b2f32fb88aa7dfa3edd14ad57,no,
565036,00000000000000000016ef1749615972a4598c67259d5114450cd5a09d99042b,no,
565437,0000000000000000000a83718716c6257674624f9a8e36c426de63ace038f765,yes,namecoin
570572,00000000000000000014313673abfa3c9ebedc3d406f2ccd4e9e87020add593a,no,
572333,0000000000000000000528b13b09f842b428401ca02f44be163868a8e719bb69,no,
573380,0000000000000000001cadc54b0486649ddb0e2b7e36c97ae4e1e6a26e1e05df,no,devcoin
575016,0000000000000000000c6c0d049d9607ab98612a32f5bddfa621f33d67cefd8b,no,
578141,0000000000000000001253a5f37d3763dbe928d21f7d72a708f05268c044179c,yes,
578585,0000000000000000000e88c456cb7e52ef5c288cfc30c7cadac12beb50c3b22a,yes,namecoin
579169,0000000000000000000705b5fb5ffadd8bb33bb8e7b0cfd6c9c295fe9267e992,yes,namecoin
585083,0000000000000000001d52005a757e38b370dfe86a952f17a1647578546b0635,yes,namecoin
586441,0000000000000000000ca6c919cc4015d50bf60fd38b1e10422aa1d792a9c861,no,
589477,000000000000000000171da08c19fe27f9fc8a68e80aad56c1b26e969c497025,no,
589999,00000000000000000014026826002017f841bbbd60384be2cd562dc9b6e96624,yes,namecoin
591031,0000000000000000000c0ca13721964a48358c5e1ed8119b5e2de20ab7d9048e,yes,namecoin
592449,0000000000000000001a4f3ad036ff22bc0de8292a5738fa4dde3de604f52e7a,yes,
597171,00000000000000000006580101db2eec7471baea27f3ab6dd3ac2bd4e6fa0f08,yes,namecoin
599604,00000000000000000007cab2644261df83f039cf75ee21eb761cd26f4cec79a6,no,
603084,00000000000000000003f157f664d073add98ab0ad49b2d56da8b93ee870a854,yes,namecoin
612798,000000000000000000052c40aacc9320e993f0a15f6eef1e17ae249cdec0e636,yes,
614207,0000000000000000000305f9d4c42f2b52ff4fbdbcc6465f38082467aa31b78e,yes,namecoin
621425,00000000000000000008d9cc7e483ac336aaa8f792250f17264b948ab9398a2f,no,
623028,0000000000000000000453d4dde4cb99994357b167a536e46c4035d6c879be09,no,
625964,0000000000000000000b15f6475c47a75b03ede17498e5075f654c597f57f5f2,yes,
626037,00000000000000000001f905ed555d9024c3c846624992d1c3db29cef59323a4,yes,namecoin
634707,0000000000000000000202a9e5a9d6086a604038209d6ce70acae159b252c5be,no,
635287,0000000000000000000b3fe84e2318e025e10cfa086c4eeeb7a86a72a19be0ca,no,
637749,00000000000000000007754fa29bb63a7d28460f0be2987f1901f3156aac3c29,no,
638572,000000000000000000096134e3d9ef56272a4239491c1bb9b411c7ea205963b9,yes,
638888,00000000000000000002c28e33c4bd6776f693a7f95338f6c6d1eb0489a821db,no,
648790,0000000000000000000e2cfa23d34bdf1485fcdfdb60e7bff9da95d03a9e18cb,yes,
651874,00000000000000000008df8e70e629348353dfa586492f91dcec31229dbd1eea,yes,namecoin
654795,00000000000000000006ce6a5e8abc9132a4bcf22673ffc8b88feb9c64c07e49,yes,
656477,0000000000000000000457df9961a123212340daf566b899aaa54197d0648d1b,yes,namecoin
657053,00000000000000000000049605d9582b95a7e746c41d56d16550e476e7be3673,yes,namecoin
660903,000000000000000000095fe6785b8572b933b9d9fda4649cbe33068e743a714c,yes,
661983,00000000000000000006d890e1147294bf6d34bff9028d0567f2d48105c7b56a,yes,namecoin
663043,000000000000000000019a6273252cd334c21baf6cbf727bb3d3e23fe44dbaf1,yes,
663426,000000000000000000000d691e98e804dcfd8772e6af1bbc63b62d895bbc533c,no,
663658,0000000000000000000148c1f3d0e39d4a1fc1a0923515fa3994e51fbf931221,no,
666833,00000000000000000005e086e9e74aae37139ba27c5ba8b50ba5c773e22c6b61,yes,
671646,000000000000000000040e2e14931819cd282023c46c4e19ecc2f9daa36f6eaa,yes,namecoin
675064,0000000000000000000829711891b872b01a12cc3349b2a8b3f5251d88ece9e5,yes,namecoin
675392,0000000000000000000c64c3eb0e99f14024ca84ccdefc8d01aaf4aa5fadbafa,yes,namecoin
677346,00000000000000000002ba465c231ebcfda85f348ea566ccf13c695ca54dd76e,yes,namecoin
686408,0000000000000000000461f56d66d9638c0ca75520387df4bb9844f5802d4ad7,yes,
694157,00000000000000000006e24bdc5c1875fa40909ace270fb2b8756ac652ede82d,yes,
699479,00000000000000000003b9c475c8bf7ca29ab28191c137db262bbac9854ee574,no,
705970,00000000000000000002328fe71f98eff128c9566bbf344d76234570b4a96e69,yes,
707433,0000000000000000000929e8bd3c60c7b01941c8a46ef5ca98b0f3193c47dd35,yes,
714637,00000000000000000009f819d004fea5bcb77bda25f4906d0a39e79c9ba19590,yes,
777172,0000000000000000000215ac1b6fd564d8d4707631f6b77273521eb1e242cf28,yes,
