btc_height,btc_header_hash,btc_prev_hash,btc_time,btc_bits,coinbase_scriptsig_hex,coinbase_outputs,btc_header_hex,uno_height,child_block_hash,child_header_hex,child_block_time,child_nbits,classification,validation_status,expected_nbits
535495,000000000000000000115e2f370fad2516f8c847f339044ddd3e2da8555ad168,0000000000000000000f6925097a4ac59b9b9270f9ae140d7fd333f4081868e8,1533564391,172f4f7b,03c72b0841d6da157a5c914441d6da1579f665dc2f4254432e544f502ffabe6d6d02daa32a287473ce90ee93effa539827c00b2b98b3bd3659d29a4993e1ee1a2d8000000000000000df004edf7f4e000000000000,1Hz96kJKF2HLPGY15JWLB5m9qGNxvt8tHJ;6a24aa21a9ed36102c47490b826bca378234f5cd8dbf6f1a0902bbf02d2eda79a66936acae45,00000020e8681808f433d37f0d14aef970929b9bc54a7a0925690f000000000000000000165adbfd5d4080d4117adba0bfa9b89670f703fe603469ba65f68acf4dec1d3fe755685b7b4f2f17546a32a3,1161232,e7216d2f92d414ef0ecfd0a9f03904ea1e6a404c1d2aa2b490baec6da89b7aaf,04017500ce65e916e67200be36f1b59c9feed47cc54998e4b92b69bdd89971aa1bee00fea00bc7b3d8e998fe3a8406c53609229096217d44f2a0b823ba7f100e425f0ce2ac55685b2093051800000000,1533564332,18059320,stale,VALID,172f4f7b
536375,0000000000000000001b28064cfbc118875239f2f9f8dbd82f60fb6055029e61,00000000000000000004bb4c3e7ed375c430a03f2ef5118bc0c272fe5f3d7eb5,1534043624,172c0da7,03372f0841d6dbe9795c038d41d6dbe9789aece82f4254432e544f502ffabe6d6da06533fc8e5839548709a30358cbf6dd1930f9b8a926e8ec62b253a3e736da908000000000000000da006d521670b6d800000000,1Hz96kJKF2HLPGY15JWLB5m9qGNxvt8tHJ;6a24aa21a9ed8c53f415f67ca1d560b6702ff8ab0f07f95545d251510f5b8c6a81c369b2d3f0,00000020b57e3d5ffe72c2c08b11f52e3fa030c475d37e3e4cbb0400000000000000000060dbedc7204cc5e365a8dfc44631428ba57ad791812b1d4544b23df2bc78f424e8a56f5ba70d2c171f8a96e4,1163870,7f759c4a1d4931a57de9b292997cb1107d45e1f68d3fe868b588c12971c3048c,04017500b63bd6d93c9248c8ca636789f9cefe6f51db57e083feee08ff04316e5f8cfdebfc3cfce5624590e901b912910b4343c21fb8bb655c7e3e4c7ba1438e6d42de4b94a56f5bd15b051800000000,1534043540,18055bd1,stale,VALID,172c0da7
537859,0000000000000000000c734e8e9ac497113aa2419f6bfbf0a5046d8187e137eb,00000000000000000024622c5290c6374587f74f78069406af6d001c1b2fabff,1534891167,172c0da7,0303350841d6df25277124b441d6df252718f6c52f4254432e544f502ffabe6d6df230e894adf2e83727eb27666cd7afb7683558069bdb7e57279c83b97cef176a8000000000000000d700f134ae0dabaa00000000,1Hz96kJKF2HLPGY15JWLB5m9qGNxvt8tHJ;6a24aa21a9ed49b867e1f1ffc66bbcdc0e66fd3d30767f8ddb50d6a1c98fa05f52296b526c9f,00000020ffab2f1b1c006daf069406784ff7874537c690522c622400000000000000000007b08f4225bb956f35120096ae7b08716c18dc54217b222489d0b181d8838f399f947c5ba70d2c17971e348c,1168554,4405ac8b982aa74ae87158d7b991f80fab2be1894d1c03b42a71312ae5a1433a,040175001ffa984383f1e389529b8a9578a58d60ab22a3d8ab5c3b5bf958de3abacad1ed9e3bbca0bd10b0f08ab2601aba6a09f2c2296f1033d8a535f96efce227fbc5fa54947c5b2d45051800000000,1534891092,1805452d,stale,VALID,172c0da7
540230,00000000000000000007a67525e5243b8606ca058bbc767604011fa147f89c32,0000000000000000001e84cc5520bf6dcb06ed63703fa7c407608abb9bd7cf7c,1536258651,1729d72d,03463e0841d6e45c93abd3f541d6e45c92a69f3d2f48756f62692ffabe6d6d9ebb6008f388ba54b396546c64136ccb2e0b3da3ed1f2121f9258d983bf37a798000000000000000c500fcb5ef55551500000000,1EVzaFkkNNXq6RJh2oywwJMn8JPiq8ikDi;6a24aa21a9ed00d19e56e34eca2fcdfc98d2a94e24c9e6b389106dfe22c7a0fe65928876c496,000000207ccfd79bbb8a6007c4a73f7063ed06cb6dbf2055cc841e0000000000000000005824a29c3079f17e31aa46657e7cfcd584be651b61c25b26fe08fcea3da8b9555b72915b2dd729176c2d3673,1176124,83acf52eb04b7a7baf8b961bf3d54c2c448704b2e8e9498c7296ff571514a23b,0401750038975f5678e25518c1421c44300ca316c22014f2328caadce2505a36a903b07a2ff7312560faddb95e46968f488a4717758f59fffe162e312caa262f7d212ac43f71915b3fe8051800000000,1536258367,1805e83f,stale,VALID,1729d72d
541971,0000000000000000002074841ea64035c7689a657bf57abfebf05c2dab8076e6,0000000000000000000f041d5c690e3d21a9513e3da9a4db1ebee49f34d169f2,1537287240,172819a1,0313450804ed30a15bfabe6d6dde1e62909d8649cb49da8af451d97df2b663d0046764f48b9d796e133611d7a6800000000000000008100000b9487e0100062fea4c00002f,162yoHmpvqCq5SztkKaiEd5LiPyxcPLYzu,00000020f269d1349fe4be1edba4a93d3e51a9213d0e695c1d040f0000000000000000009d55ba870b3923fd0bb5dd5c15d42feb80d68b097fef01d433d8db8bef8ca0a54824a15ba11928171135a796,1181840,93fd31c08c056b2395f56d9f7f7abd56a8c290a755fe690a074a2005e4666114,040175002d0d12d70e00830df16cd0e1db6a2cefebe741f73c08002be25961bf96a31ebc9160e12765c4aa639ae30f1cbf388771baaaf665c4e625113058e081dba35b843530a15bac7e041800000000,1537290293,18047eac,stale,VALID,172819a1
555155,0000000000000000002fa73d58dbc421939796bc370af1ece833f2d1ff2fdca3,0000000000000000001d25429cf17e36c59f270cb54abef604d68623536d61e6,1545599646,17371ef4,0393780841d707fea8b7932441d707fea7b552732f48756f62692ffabe6d6da042e070d269c02f5ca69e016c921caa202a8baf82dc6304b58fcd4b68165fd98000000000000000ca003bf9e31f010000000000,1EVzaFkkNNXq6RJh2oywwJMn8JPiq8ikDi;6a24aa21a9edab40651549a11170e241c779e198165494a15e523b278bdfdc501047d56a86f1,00008020e6616d532386d604f6be4ab50c279fc5367ef19c42251d000000000000000000fb8d209c56f4a22ca12f33b826e4b90b2a9c5ad388712b237762613d7bce1e809efa1f5cf41e37175129dfe1,1227652,da360bea0f2a3f082618d471ee79cc9395b60277a23cafa9f5964918a3982ce9,04017500aa2dc1fa95937e436531f1bd42be595f0a004fb94970115e6fb47449badf34736f0a8d54e0d6198e3e0eb3f5f96f7d77452a6e2f1dbc69c32ad360541a1fb2d4e8f91f5cd256051800000000,1545599464,180556d2,stale,VALID,17371ef4
556976,00000000000000000004b7c8cd40132c94085abc0bf2448c1696788fb1ac5460,00000000000000000030967160f0687e7fd730783b7ff9fb78349b01d44eff19,1546598964,173218a5,03b07f0841d70bce8da349de41d70bce8d10121f2f4254432e544f502ffabe6d6d3402d3e86f3341f50539233704a8bea5d384409525e371cb1f4e4dcf31caa04b8000000000000000e3001fc2abf9000000000000,1Hz96kJKF2HLPGY15JWLB5m9qGNxvt8tHJ;6a24aa21a9edf34bbe13703de02db920492414591fa2b60aa94889e2617a59c58d30b87d16be,0000002019ff4ed4019b3478fbf97f3b7830d77f7e68f060719630000000000000000000b0d692718163526139f2aff6e9af1bbcbf851ee0002297743674b2de42667e22343a2f5ca5183217b4a73d97,1233177,c168192f698183b86bc37e4473f2f704e2f1cc3c49007ba6d997047e8d8876a3,04017500dd68548b6d82f12fc6c5e09676de31531f6973c54ab444502b69091cbb2e59ac1a4ba627a5559c29bad854f8bf805be191c401665fc417d3b055ade438e62947ca392f5c255f051800000000,1546598858,18055f25,stale,VALID,173218a5
565106,00000000000000000028f07e327704f901b4235cd5ca5dbb1cda979e2bc091cd,0000000000000000002d66d8cd9087827d4a95c34b124b1a6b61e19c0c58c768,1551397684,172e5b50,03729f08043573785c642f4254432e434f4d2ffabe6d6d3b786b93e2ee514370843bd96041976556cfc6abebdd53bcab3aea8c2d1529c3080000000ca3d3af5b1a53fdc106010000000000,bc1qjl8uwezzlech723lpnyuza0h2cdkvxvh54v3dn;6a24aa21a9ed57853acb0cb6cdedbbe764d78d23ada82fe38183523983bc34f049b648a64eb2;52534b424c4f434b3a77fed05794debb28502766ef440c429bfe5e70bcf624b03d37982c36b59d1b4a,0000002068c7580c9ce1616b1a4b124bc3954a7d828790cdd8662d000000000000000000f3fb97b9cf0fd908bee3fbfb9cb4c07ce42b44c7ef017b7c0e49d933c93634913473785c505b2e176d1e5926,1259726,096b71a891cc7020039ca4232812e66d3fa4ad0b17349b613df26b246ce3407c,04017500d7311213aaaccba0da0d19837e73138629cfc15f18ebafeb4566f541b4a3021ea8a52935218e0286e97192fb5ed7b140ed7c5f5e16e264721354251e4e60cce9aa72785ca8e1031800000000,1551397546,1803e1a8,stale,VALID,172e5b50
573380,0000000000000000001cadc54b0486649ddb0e2b7e36c97ae4e1e6a26e1e05df,0000000000000000000771b3a620d64596c746d6928a0f053db4f1ebac768b68,1556316576,172c4e11,03c4bf0841d730e068ef7e9441d730e0683be7472f4254432e544f502ffabe6d6dfa77b434da45c857dfc212cd315aae759ef94072e3a0293dfd8315ba269ddab88000000000000000c60085788a73000000000000,1Hz96kJKF2HLPGY15JWLB5m9qGNxvt8tHJ;6a24aa21a9edeac61f6954cde4394364c2467ea94120d89e48e451dae985d690cc0017eb5a50,00000020688b76acebf1b43d050f8a92d646c79645d620a6b371070000000000000000009959d251d07218c5f8ef9f394d02daf52ddc3311b6e49b764836d1a29cd6a93ea081c35c114e2c175a1da286,1286917,67019d547f03b2880313cfd8238d5806bbac4d4e05eb6223596c37824e9681a4,04017500fcf111bceaa33a060b6a784b2e8f8dc2b648bffe72c2f412e4487734c757e05996043ce708fc45c30b37c2529c1cfc178443142aae554f913ba365b2603725ed2c81c35c2341051800000000,1556316460,18054123,stale,VALID,172c4e11
574287,00000000000000000020d41cb0805977d7f4446684867183f2baf8f0c10ce867,00000000000000000020cc03aa308463cf185b67af7edcff93b395e681cf72ee,1556813564,172c4e11,034fc30841d732c5bc5374b241d732c5bbd359662f48756f62692ffabe6d6d5fb3d8256952795707b6a23d04432301af9c85df05c3c139335dd49922c3094b8000000000000000e700731cc2b1290400000000,1EVzaFkkNNXq6RJh2oywwJMn8JPiq8ikDi;6a24aa21a9ed24db124eaf5de27571c02a875ce659fe8f58ccad41a5eb85bbb3950530fb2937,00004020ee72cf81e695b393ffdc7eaf675b18cf638430aa03cc200000000000000000005f7ff2f27f0fe1efc10881623034596fa37df6ccfc9f289eab9c4b4d460d6d92fc16cb5c114e2c17095ea7b6,1289661,119ce0cc0bac29d9fe1f2fcbecb0c0d01b680ca73d2c94178313c5cb39b7f3b6,0401750064b133d8cb063c1abe455497d7f23ad08d3148bfd4e6a4a0755ae30fc99afff237872a0b52ce3f2499908c78464b919566f1344c09706fff236a351b08fca0be3316cb5c4fc4041800000000,1556813363,1804c44f,stale,VALID,172c4e11
575695,0000000000000000002409ed07fdbb1d0359a0c516014115c5451aea724baec8,000000000000000000152f6d484846125ab486ee3de4b9f0addd5b5bebb8aab0,1557672834,1729ff38,03cfc80841d7360ce19c6c5641d7360ce0c14b802f45324d2026204254432e544f502ffabe6d6dbf1856fb71bee34a2fbd1aaf1e44e6ccdcde1f4e5cd0cd2bc9d786101d6f863e8000000000000000e50069f9942a000000000000,1FVKW4rp5rN23dqFVk2tYGY4niAXMB8eZC;6a24aa21a9edb7326f141bfc262fba81528e37aa57f406691d9c1dc99b2732786dea2d0f4611;137YB5cpBLxLKvy8T6qXsycJ699iJjWCHH,00000020b0aab8eb5b5bddadf0b9e43dee86b45a124648486d2f150000000000000000006c90a0594f38754ab66865201b98a859d923b04fc1d7f8ce217a098b3e79f9998233d85c38ff2917d27e576a,1294417,688373f7b6db9b7654e9d5152e049dac5d8f4db6802ee7428b635e6db12554ac,04017500b23a0c6574bfe3730d9fe9e635ae8d1612989cc667c71498db9fd9f104c73463b6351c0a30589e8f60263a174c9874e580caafedf5b3a6365eff78bde9506190ab32d85c7629041800000000,1557672619,18042976,stale,VALID,1729ff38
578123,00000000000000000010fe8e49ae527e56b127f60b9e3135fd4499adb900025a,00000000000000000025451d7bbdf956a44ee9809e2563f88128992d807a19e1,1559012187,1729fb45,034bd208045da3ec5c642f4254432e434f4d2ffabe6d6d05a6a078cbcec03c1685e22cd7a1567e9f76d2c9cced45c80bd84f939c56fde4080000000ca3d3af472b14f7753873587b830100,bc1qjl8uwezzlech723lpnyuza0h2cdkvxvh54v3dn;6a24aa21a9ede48dbe976f8f8ebd73ff53c7b1cdc207d6892eaa83e6dbbc90841d7801424eae;52534b424c4f434b3a9941c8a2c2d0d78b144036ddae42ce4c00cb6885cfbb2e1d3418ac703823d93f,00000020e1197a802d992881f863259e80e94ea456f9bd7b1d452500000000000000000016c808a2a8b5883ca1e6838a6adcd6bb7d82c71bfe8cfe66d1e36a3760a9dbb05ba3ec5c45fb29172a062207,1301835,e72e80d8c12ab23b761429d931d2ddf065758fc38e82e5939d13d20eb300163c,04017500d37fee89631de26574831a88f012d2d3aa1ee172629ae5b9ec329c0cd923e87fa457b3834b98906476c2af9920674d3a15c4089677290f9175ca1a9a1a1f3203c6a2ec5cd941041800000000,1559012038,180441d9,stale,VALID,1729fb45
589508,0000000000000000000bb81a2063db16d47ed3c0dcb7000d437abb81a2cb8f0d,0000000000000000000b4c788595dcd5e9f5baa7d39b9deeb998b0844c293fb3,1565459781,171c3039,03c4fe0841d753c151e7d2eb41d753c1515ee9be2f48756f62692ffabe6d6d62970faf024f3c20256458f936a69107675aca850132bef02871149b04e6706b8000000000000000cb0046722052000000000000,1C81BGyi8SJ919UxnHm2iwNmaN2RHfU4us;6a24aa21a9ed396ccdd9604831ea5d2432b99558df9b867084babbdecba1594b84f1106e28f3;6a24b9e11b6d9d270a38faadfdd115c7373b84b6ad9c980ef3cb974f0997b4dcaad9593e1419,00000020b33f294c84b098b9ee9d9bd3a7baf5e9d5dc9585784c0b00000000000000000006f9be0aba53f6370a437fd24396cba2c76f70d002c6737230ede14eeac35d1245054f5d39301c17bc8be171,1337490,ae41eed069f51b403670602d4bf4fe8597efa2463636ddbf326a54ba44bc7caf,040175009f774311b82f61fe07dfa9b9383208d822a5a78089897535e99121d6d901af1416767dacbd299bfbfa98c459b5ffca6113e854b0f30fbc0512bdd5e3f6f236e2b3044f5db3ae021800000000,1565459635,1802aeb3,stale,VALID,171c3039
597567,00000000000000000001426527cb1d50ef29977ee242330a6b5149e1bceea29f,0000000000000000000fa3fd7ba71c986736a7edd3bca25fb748bfc7adfd37fa,1570034246,17160f24,033f1e0941d76534924c4d3341d7653491a11e5d2f45324d2026204254432e544f502ffabe6d6dc6d4edf965e55feed44d3a5ccaf16695b2d2dd076f9bc1073de7a002244203f88000000000000000e700ee347c8a010000000000,1249HZzzG5YSi8juRXPXYopcCYBx3CQYW7;6a24aa21a9ed5c3797f72e8ae7b79d29f38660f105b12062c33d9f152b7fb4290a79ec613fa0;6a24b9e11b6d2db3a67a2aef9f298f69955126f9eea9bc8a7a4beca699f450eb87b788b52e8b,00004020fa37fdadc7bf48b75fa2bcd3eda73667981ca77bfda30f0000000000000000009209bd704d98bb2a72671e4bd43c385cff8e58eb5edd2c648032e7ca1150129446d2945d240f16174f851743,1362816,1e5f88e852c44ff815b137983cad479aa17931ea872eb493c7e15ac09a228806,040175004c9a60b9c25f47ec2e45a2c319b38f647868c37a3e06b78049fe3a1e58dd06604ab066a1ab1c81c7506aadf256fff056b5483cba5cc677cc85de91352dc82b461ed2945dea75021800000000,1570034206,180275ea,stale,VALID,17160f24
607673,0000000000000000000fac4555d885511f322497c2f44c6e3db90057f5cfb463,0000000000000000000f330898015fa41ea34d4abcb92c4a77c5b9eaa1c8ac5a,1576084056,1715dbd2,03b9450941d77c4896cdfcfd41d77c489647199f2f315448617368263538434f494e2ffabe6d6dd64b71c87fd891bfee7e74b60cacb95d55bd9b18d42095a74fd8c710120a516c8000000000000000dc0062ae1645010000000000,147SwRQdpCfj5p8PnfsXV2SsVVpVcz3aPq;6a24aa21a9ed65b24a73e805e54a430dc90485f4992cd1f9cfae3b4fed7a0406a1f131d0fe31;6a24b9e11b6d35e299b5c78274205bdb85116f025c3407bd1aca019b66cca17ef0d3916afda0,000040205aacc8a1eab9c5774a2cb9bc4a4da31ea45f019808330f0000000000000000003336bfd313f0ea5008d6f0c1c6891665a8596d994256065b543958b493fe04d75822f15dd2db15178a009d34,1396258,a3905e5314f69119cb7f8c27e02701a1d3b2f8fd35f98d5c2f52b25e0e45b043,040175002d131a5a3f99d5cd862d18c7117fd2853e6012928c789a3fc8128b6e5016c864b02d71dd369ca0ee89b1170d1d3dd1a38980bed604b07526ab85ee85297b255f4022f15d16df021800000000,1576084032,1802df16,stale,VALID,1715dbd2
614601,0000000000000000000cd4fe0479cad63e7eb6df154c28dec9d7ed37a510bfbf,00000000000000000002c59d17f75df18dcc621e5d00afe63db0f342a01b30b8,1580026083,17130c78,03c9600941d78b52390a20ae41d78b5238f90b772f315448617368263538434f494e2ffabe6d6d22f4be6071924833524e05fbca87a21745f2db6ad27eca0f4a7e5e781583f47d8000000000000000dc00f4f616d9380000000000,147SwRQdpCfj5p8PnfsXV2SsVVpVcz3aPq;6a24aa21a9edda25e05e67180c6fce7eecbeb2670262d07d9fe06c5e56b0fc6d76df97214566;6a24b9e11b6d36dc696ab83eb3247d9236a69bd20c2c852285cc3e8ce9140c8ae6bedc17fa68,00200020b8301ba042f3b03de6af005d1e62cc8df15df7179dc5020000000000000000005ba257c79b3c211076f77c04a8687508aba344973a6cd4503490cc8a00a8d1b6e3482d5e780c131719c7156e,1418083,d7151cd3ebf22029ca3cdf075ed3bd3d3ffd94204c6b72557954f8828c44888d,0401750013f30d4e7d2c8cb8303234e8c4c7dba27d49a9ec0c6d10e898be54a4d9d39044435316864079185d1518d153e481a6088891a7cf11cb46e4134332fd1071a3f7af482d5e46f3011800000000,1580026031,1801f346,stale,VALID,17130c78
623024,000000000000000000071cf6bc3703bb4dc24d4a43ceff3a0e6ac86cb74b1b91,0000000000000000000f99ee26d2cf1a45316b5436bb19ddbf9e6794a88e0ca6,1585229427,17143b41,03b0810941d79f2b9c7f1f3541d79f2b9c58cfe82f48756f62692ffabe6d6d5f91efad6b0bda8026fe302cf155809f3634d8d80739f16261ce2b2584fcde698000000000000000dd004fd75a7f00a000000000,1C81BGyi8SJ919UxnHm2iwNmaN2RHfU4us;6a24aa21a9edc88a453b86aa05939f04f7c1b83d1d60e019a16db6c3f07389f78c1c85d69458;6a24b9e11b6d49c178ebc60ed3449db0c94d8c2139b84c09df96f8e449315ad935f799a928b5,00000020a60c8ea894679ebfdd19bb36546b31451acfd226ee990f00000000000000000036fc3998e366b8363c2bd3a2be6364b6b822f28ba5f43dd8d7800f37512a42cb73ae7c5e413b1417c100472c,1446825,bfd2dc7805da52e7be2f403f502d6d5870472159bce17c4de21348ea77cf00f9,04017500dccab9fca4edf5b3ded1a40ac95e2bd779a07da8e5afaf3a3ddad15f06265ea2817ff03223ec818fec2cedbccda2cc60942ebc7e7f80f19dd692a6925a7a99a955ae7c5e74b2021800000000,1585229397,1802b274,stale,VALID,17143b41
633898,00000000000000000006e4f72bf9dda0ee692a4f36bc3562eeae3c259ea449e6,0000000000000000001006e4a292756dd04ef24f6e4901233e4f53224e78e281,1591721252,17147f35,032aac0941d7b7ef49c3d52241d7b7ef4917e50f2f315448617368263538434f494e2ffabe6d6dc49ae53b081efd9e7ba69b08570294f000d77c1fdf7683e691bedc458f99bcf38000000000000000fe00e3985abc020000000000,147SwRQdpCfj5p8PnfsXV2SsVVpVcz3aPq;6a24aa21a9ed58247a4280109ca52724847a42e9cf1306cce81eeaa2b9e88db8e2af2496357f;6a24b9e11b6d29e92cef44728e49538da5267e2893b6c5c4b3b7352a539a37eeb1068ad916aa,0000402081e2784e22534f3e2301496e4ff24ed06d7592a2e40610000000000000000000e34d393dacc407019f1a0b5351b19265d6d58a9db2b3aa0b7bf005b8e5f46b9124bddf5e357f1417446ae89e,1482665,9fbd1029a2127ba889bdd0cfd9977f6dc8dcdc8c55088aa1c291f13e89c28937,04017500c8581920cab572e965f9fc5fc6fb1b4277c016e0b0136ebd364de57e365db1e2596411b7a6dd7ed43ba7c25df761b6d3bd9ae375e4ea2047500e9929984bcadbd2bcdf5e6b08031800000000,1591721170,1803086b,stale,VALID,17147f35
641922,00000000000000000006392caf6a894d98483b36f1e057e2a2377ef9db367d23,000000000000000000058dbad1e68259b2335d5e0b3da977ac5d091b43a7c2cf,1596392105,1710b4f8,0382cb0941d7c9c0ab8f367741d7c9c0aac35fb82f4254432e544f502ffabe6d6deb7569e5b52b2e86989db52b063f07774f1a82708a016f35c923bfbb53e1f7b98000000000000000c4007576c53d000000000000,1Hz96kJKF2HLPGY15JWLB5m9qGNxvt8tHJ;6a24aa21a9edc0bf0b13a8d6ae7bcf13f4de349e183cd3c1bb1780884004108ac4593301a112;6a24b9e11b6d0969f04dc250504355dde99b99ab5df60c1fd21ba7ffcefd9b433c1ec44d2601,00000020cfc2a7431b095dac77a93d0b5e5d33b25982e6d1ba8d0500000000000000000059dd0cfdff1b008ace4af98e8004065bd57005f2d9a96f1066ad7d01c575e487a902275ff8b410177cda7001,1508498,5c648111452030ea61e1fc1f296896e5106fa8cb14dfc09c1b66c27dd0fe7c0b,04017500b65efa4152371b6589c462b963bcbaab2fd449e0c8d3fe18a23c69184a4fd12d7822aaa45696e54074b6df8088b039938a5d2272fd42a923e4b151921570900f5402275ffd5e021800000000,1596392020,18025efd,stale,VALID,1710b4f8
642522,000000000000000000036f762effd9c6879299d358ac41ceb0f445ddb1eda495,00000000000000000005e5a8622735b343980b7b7c7f2f01e2da8f27f33f0377,1596742729,1710b4f8,03dacd0941d7cb1713bb3e5141d7cb1712c3796e2f315448617368263538434f494e2ffabe6d6df3841e7836a3548a9b9e966372f614111abb62ba77e9c2228ba52b83b87311e380000000000000008dbf5fd6dfb3000000000000,147SwRQdpCfj5p8PnfsXV2SsVVpVcz3aPq;6a24aa21a9edd6546325817d84d6c39bf384bc5abd7d6db0bf4e128bc6ff7d5a193aa65a3d3b;6a24b9e11b6d3e98b162fc23c922494e1daf1537ab7a3dac08a50461b405ea8ea8d2330a20ba,0000c02077033ff3278fdae2012f7f7c7b0b9843b3352762a8e505000000000000000000d179095c5c57fb76382723397d3821dada2768f2232c3e0c6dc84cf098735da0495c2c5ff8b41017368d1ce0,1510426,a2ee76b634fa1a2136a6a01ce01d4e672379be9af4b4fa49ed83d32fd02d9ac8,0401750095f14b0ec2285200166e5186058136c4e5666f00b4f0415228f530d2f18a93d8ad8a1f8bedb5b19497bcb508cc16bf08b1aaa40092956a5596b76146e22d0eb0d35b2c5fbab6021800000000,1596742611,1802b6ba,stale,VALID,1710b4f8
642669,00000000000000000007959607cb8aa17386a665f0caabdb4e8b69deb635d259,0000000000000000000b81794b3919bf7824a369626ad8f06518afc87da47445,1596827538,1710b4f8,036dce0941d7cb69e6175a7441d7cb69e4d6f4e02f315448617368263538434f494e2ffabe6d6d4e76a63427231e25025bb4929246f46c400110e48b65ccc7c98cd76cb5d2e5378000000000000000dc00a87e49e7010000000000,147SwRQdpCfj5p8PnfsXV2SsVVpVcz3aPq;6a24aa21a9edd472fe2294d48f6a2485b0f66c411ab979b521d499ecfee3126a9f9d63a001fe;6a24b9e11b6d93eda33cbd98eea284fd6edde2575455c60b87fe41eacd99d4496fee42ab5ff8,000000204574a47dc8af1865f0d86a6269a32478bf19394b79810b000000000000000000e0151f589674b0f6e6353141fd1972e9836539f2dfbcc0cd6857e4a700b3f75092a72d5ff8b410170d046fd9,1510890,aefbd7413d5066581be7e91cef3fb01aaeac8b90731e42378def6672f3e7a24f,0401750068b716ce0df661b2eb60befdd946ad2f7a359dd7f47aa610719a34fdc286d1315622591b8f58305a8fe66619cb09c50783bcec8f5dec59d9973f6899942724be60a72d5f3ecd021800000000,1596827488,1802cd3e,stale,VALID,1710b4f8
643109,0000000000000000000d2f399065ee9be3150a37fd6c9ee1676a7688862ae2fd,0000000000000000000fdb730d07851d873485f5a310d183b3de8b5381441bbc,1597090778,17109bac,0325d00941d7cc6af7e5fecf41d7cc6af6f60cc32f315448617368263538434f494e2ffabe6d6de46b419454eadc8a808a2568ee1c183226fef2aed86518c26616b62b73c87de78000000000000000b400c63812841b0000000000,147SwRQdpCfj5p8PnfsXV2SsVVpVcz3aPq;6a24aa21a9ede61cc6fc5a727d45ec81027fa5fd4c5359a90d0bfe2ebf74e929c79d86ffbaeb;6a24b9e11b6d9f0833a8973afb716455716d4c0dc9d7120346b7c2dc9afd1b5b5b8f10829e4c,00e0ff37bc1b4481538bdeb383d110a3f58534871d85070d73db0f000000000000000000c08618dc12e96d23167560558da12fa8451cf4152fe7f265be9da0a0a68309f5daab315fac9b10175e1f9270,1512359,c1136ff2ae63df37e4decf0b6aa2e4df03fa192630d04e66334e426c84cb6e1a,04017500623b6139f0e69a5c664c471e1ac0233ad878681354d58378ab22dd7bb758119b67dcdc00007c4bb71496ce4fd12e34ec526ea509a7f3dcc9f1def607251bab52fbaa315fc436021800000000,1597090555,180236c4,stale,VALID,17109bac
645179,00000000000000000004c1baa2412fd31eb75bbe79def4f66ef97e0e15a20668,00000000000000000001ec87384b890463079ebf7e3b08f4a7c678b03ea3354c,1598297126,171007ea,033bd80941d7d1050adfa5f341d7d10509e1386b2f315448617368263538434f494e2ffabe6d6d2da96dff193908b0f6e74eacb5fa73811dfd7b5e96d07950ce50906380d08ccd800000000000000078ced65f35370a0000000000,147SwRQdpCfj5p8PnfsXV2SsVVpVcz3aPq;6a24aa21a9ed5bbfc99b812eac1887ecb7105bcd260801e8eb7f619c0c2c748feb3f1b458fe3;6a24b9e11b6d599529783a1f418135ed6f3649f237a3069e08afabc79e8edafd6de05ea3ebb6,00e0ff3f4c35a33eb078c6a7f4083b7ebf9e076304894b3887ec01000000000000000000065608e9e20e989d83f10c07f27c42557b7b4eb3ef679bbb438193a8f04fadea2614445fea071017348a0a69,1519005,cc6fbe21e6e7bf1b84a58ce65d877acd07d595bbc66e8d5221303b0c6de30e35,040175002cde6df9568475a00eaa7127f88b05bf11464cf3ea08d475bf90ddf1f67d29c7b0d7631af248176bd882795515931d3d3911ffb3f43426aa5b4d1883b1ee2bbed213445f04c2021800000000,1598297042,1802c204,stale,VALID,171007ea
