btc_height,btc_header_hash,btc_prev_hash,btc_time,btc_bits,coinbase_scriptsig_hex,coinbase_outputs,btc_header_hex,child_height,child_block_hash,child_header_hex,child_block_time,child_nbits,classification,validation_status,expected_nbits
547182,0000000000000000000b1d1a9322fae2af88977762a548dc5c3d9b0dd6a88142,000000000000000000001e805ba2b48e4f1424a0dd12043ab1bf788b17c6ade0,1540418548,17272fbd,036e59082cfabe6d6d629b0b6b1520ef45076ee512b0440e436907c23bb976d5c06cea87b929d51d7f08000000f09f909f00104d696e65642062792070696e70696e73000000000000000000000000000000000000000000000000000000000000000000,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY;6a24aa21a9ed5fd1b77a802a5088f32238a941f85aedd5de8446aac81c3406f949c5c4dda32a080000000000000000;6a4c2952534b424c4f434b3a08a0035a1f878cd75e27cc39030c4aaa00c6d011f48b9efe04985912ebb49086,00000020e0adc6178b78bfb13a0412dda024144f8eb4a25b801e0000000000000000000000d0674b35cc73740a8e8b4d2d44b832b90e1903891067b859cd877a567bb2f4f4ebd05bbd2f27173b8ec607,284034,f1fe2bf93a2447074e02bb0667562eb381c0d04f3efdd7f8aef3f791073e9a51,00000020520507c5eecaa3173d9ccfb972e1099832aa13ffbaa49aa3e175fc960658a0a09b257c5ebb78608a5043d20c86d2f190712c6bb62694a3d4e1e7b3eaf87f97ecf5ebd05b0000000000000000,1540418549,184c238c,stale,VALID,17272fbd
565036,00000000000000000016ef1749615972a4598c67259d5114450cd5a09d99042b,0000000000000000001928c9258527e000132e03e7867bdbe5dd341c8585d8e7,1551358185,172e5b50,032c9f082cfabe6d6d0ad90a9aab1e8368af82929d9652156d0918a1b89942b55c12c579f7d5ffdba308000000f09f909f00154d696e6564206279206c696e66616e796f756a6b6200000000000000000000000000000000000000000000000000000000,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY;6a24aa21a9edde8747aea0fc889eaad52fadde4d446eccf53efd64167c3a778be3c39df886d9080000000000000000;6a4c2952534b424c4f434b3a242dee9331bca6e623bdb0a63271bc21407b097def11e5e3722e0e84019bd347,00000020e7d885851c34dde5db7b86e7032e1300e0278525c9281900000000000000000047abc294150fdf2aea37da0736a4c1af8fbbb90acc8081f64d89d0410a3d24c7e9d8775c505b2e1718f6dcdb,631413,90e8360ea0edf19c099aec7a4c0b396c9fabe43591ead234a179cb7fe9bb75b9,0000002043768093d393cac897545497deea33706cfbeb5a84d28a3bd2d6084ccf7e61f046def506a683dd73984706d4875e1b7c573b9db2dc45c85dce74fc9ad0d54e4fc2d8775c0000000000000000,1551358146,18116b9f,stale,VALID,172e5b50
565437,0000000000000000000a83718716c6257674624f9a8e36c426de63ace038f765,00000000000000000019a285a242854054fbdadba81dae612e12835d19003ec6,1551588148,172e5b50,03bda0082cfabe6d6dc3185c2ed5071a8847f6c32087cfe865cae1454e0478b9ee5007d7aa4399597e08000000f09f909f000e4d696e6564206279206c7a677a680000000000000000000000000000000000000000000000000000000000000000000000,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY;6a24aa21a9eded2b29a0c69087f6af41a0049b579334f3faae2ead43c20a95811a5572fb1c0f080000000000000000;6a4c2952534b424c4f434b3a30a2877aca8a5e082d8f6e06daedc2c8bedba2bd66ff21e78407a6d5c5f132c5,00008020c63e00195d83122e61ae1da8dbdafb54408542a285a21900000000000000000080127352e07efa439a6a52eca130ab002087a6747a33e4e86cd9b8a5ac60dcc8345b7b5c505b2e175d6677f4,638722,b633c0bee9a87005ccff56fb2cf1f1753a3d008f6e88c6c80ae0b0fb98e1f880,00000020e37c24932a4c2b07cf0cf3962973ba525645430ccbc74e9522cac1bc3e11987c19450fb1b71359f634a3bcafe196f6551eefd142622964dfa81bd3e2fb210f5b265b7b5c0000000000000000,1551588134,180e16aa,stale,VALID,172e5b50
572333,0000000000000000000528b13b09f842b428401ca02f44be163868a8e719bb69,0000000000000000001beb26940418fb628fa28c60da912746861ffbc6d7ea0e,1555689045,172c071d,03adbb082cfabe6d6d6a257c2884908d70a105d4ee3d4022a9dc309ce4236dde1d52ccbde00ce00f3010000000f09f909f00104d696e6564206279206d79726f6f6d310000000000000000000000000000000000000000000000000000000500b3040000,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY;6a24aa21a9edad2319f257d5eb8d9d87cd37f06a5d7bff6604b79453f3ed231e0851ee7ca94d080000000000000000;6a4c2952534b424c4f434b3a6be2f1d8860d06a4098957e970767d02354434bce2dae92d709aca66d8f0d4d3,0000c0200eead7c6fb1f86462791da608ca28f62fb18049426eb1b00000000000000000014d66b00502bdb9d30f9abe950a33040a852dbc125246bbcba145e905fb6e36455eeb95c1d072c17dcb82705,768830,0164e44c00eda8480bc1692cc89b9d11e29714180d67ab5389b2372734eb9bcc,00000020c67be0e258d77339aaf8c2687fa4ded78da6252f8da5e5d7b5ee8628a939b49800629da4a01e9adbc8ac867db86da27421760b019e58c2ff53ea2b8befbb3bfc2beeb95c0000000000000000,1555689003,180d2c10,stale,VALID,172c071d
585083,0000000000000000001d52005a757e38b370dfe86a952f17a1647578546b0635,00000000000000000014223d70882226cdfafb0fa2241d9884adeafbda9f747b,1562940150,171f0d9b,037bed082cfabe6d6da809e33e16f24e0fe39dcc1052af227c24b0a4d905fab5037a5e44b1916ff1bb10000000f09f909f000f4d696e6564206279206b656e6e7967000000000000000000000000000000000000000000000000000000000500ec030000,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY;6a24aa21a9edfd100314ed5f7b4191c9ff4520017d8a1488e100b2ffc15504572d53abc16c11080000000000000000;6a4c2952534b424c4f434b3a4d609e9ddde9db79aa96706d9a05f873c41ce18f3056291feea6a7f02125ad39;6a24b9e11b6d2f9ba33dda684fa00bba52293f2286dc40f3b0c2c6974afd30379a55ef26265d,000000207b749fdafbeaad84981d24a20ffbfacd262288703d22140000000000000000005fef3e51239caf393eb76bf3f95013fd5b17a5926944c7a5faa420de3117b3fdf692285d9b0d1f17d0807902,997310,b7c27353b602174b0d67e148f027d5b65b18c008fc163ed7d607400618944db0,000000207904de25097da74547e2383c47af7211c5718ec1ca914df0469ce3b68d5fe67a34bcf6ca019525d63858cbae9bdffab90a52a04cffd5bf920f0251b33c38d7e4e992285d0000000000000000,1562940137,1806743e,stale,VALID,171f0d9b
586096,0000000000000000001df8594ebf79a3c813569d71f82f4f433bb14e0dfbb8ef,000000000000000000049590043f0d42338937fa2e0a33183e8f406d2c35d4cc,1563570272,171f0d9b,0370f1082cfabe6d6da3dbe7920c3f8e4ab32ac25cc639c0393017246e9240f480a38d64ada4e2bb1310000000f09f909f00164d696e656420627920737a77777563616977616e31330000000000000000000000000000000000000000000500c51e195d,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY;6a24aa21a9eded42dbb3c7a140ff8bf32d3d4e1a13817374d97eb356a92b885498e616b32737080000000000000000;6a4c2952534b424c4f434b3a42d9881f3cd4b8f7a1556b4beaf8df9a5d48360e5db787f63c588ed6c604592f;6a24b9e11b6d65e66e8df004d8e098cb8c21771440127fab40207c62be25047d1145b989d730,00000020ccd4352c6d408f3e18330a2efa378933420d3f04909504000000000000000000053f3165954fc2516023797c56b07978f93fd7bc4374aa9d913fa8a9f0b8eba26030325d9b0d1f17ac59b850,1017290,8f95ccbf4ec54107fb1a65d70cd9f6e4253810b78c424ad21acb731c02a4ec96,000000206905a07e76316a8faf25c44eb3f57c427632b0b19e74b89d4c76489273e290b2595f4cee9caf7f3aa2165455ec354d9203b5438eb9ca364af9df16afa5ec5b3a3d30325d0000000000000000,1563570237,1807ec1c,stale,VALID,171f0d9b
586441,0000000000000000000ca6c919cc4015d50bf60fd38b1e10422aa1d792a9c861,0000000000000000000b0b5a47de57479b5129d92a1fccfbaec37d777c4efb6c,1563752764,171f0d9b,03c9f2082cfabe6d6d8f081c2aa78faae1fd9a9140b391a814b68614969d3be66c0a02640bde36b56d10000000f09f909f00144d696e656420627920783135353031363536333900000000000000000000000000000000000000000000000500dc1a0000,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY;6a24aa21a9edd4678aa1c9533e608b6d104c7f4a3afb6607ca3ae555c182b890e9d5da2ed554080000000000000000;6a4c2952534b424c4f434b3a8336e2eb76507b35c996691013a56cb4ae7d720105d60b7ed6fa8ca3a39f9f06;6a24b9e11b6d1142f354e3f2d66bdab8172cc1f6e66deef3290fcbeabe48389cef2e2e13c0b8,0000c0206cfb4e7c777dc3aefbcc1f2ad929519b4757de475a0b0b000000000000000000cd24175aed570e12bc5565e7edb04d342b4f0e635999a1a813b3459e6c1e837a3cf9345d9b0d1f17a07921a6,1023077,c4a516e52ab27cb66279fa7b59a2d496624e57edb704471760285ea61e7159fa,0000002052e3b184f2ef6644e8503ad7bd8efb993fec47ea0b45612e7db1181d38372fc43a12e0316f7101a78f2343260ae46646584107c1fbd289592a1035fef95934e61bf9345d0000000000000000,1563752731,180a2f91,stale,VALID,171f0d9b
592449,0000000000000000001a4f3ad036ff22bc0de8292a5738fa4dde3de604f52e7a,000000000000000000125dffde35ac9b00f78b08a3a1e375d9481f7af337d182,1567176529,171ba3d1,03410a092cfabe6d6d7ba7c52cfec91d2b9163d3ef9d0fbd158ca9b6936748fb01bb06b68d8ce381cd10000000f09f909f00144d696e6564206279206b75616e676a69313932370000000000000000000000000000000000000000000000050027dd0000,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY;6a24aa21a9ed8ffcdf6062a331644acf81f972da208099d47830f208861c30b50a0c7ddf1776080000000000000000;6a4c2952534b424c4f434b3ad514b35240560925e27eeb2402811618ad9057d8125ca33e70cdee2700197584;6a24b9e11b6d020245062e967bc45fb1915f4c1e5bff39b0583fbc30ab7d80902b3f7ffb12ba,0000002082d137f37a1f48d975e3a1a3088bf7009bac35deff5d12000000000000000000d443f27c30b837eb289e95bbbd037ebb757e3eb8506c94f85fb7a513646ebf965137695dd1a31b178c168213,1131694,2d74f20e3ca6fea907926e4248defa2b2a576cf5a3bf7c84de09d81a167dd25c,00000020e4347afbe3f1a8e3c53e7cd3770474f4f9bc247c0ce63d60a6057da9327c5078ae0bba8f5b27e9e0488c68ae9ca0f1684ae8169637ef6747113c45ab462b35f73f37695d0000000000000000,1567176511,18058c8f,stale,VALID,171ba3d1
597171,00000000000000000006580101db2eec7471baea27f3ab6dd3ac2bd4e6fa0f08,00000000000000000000a65c3fd651c273f6725374d6f321fc40f41db8ddacae,1569792963,17160f24,03b31c092cfabe6d6da8d950c4324c550e0fd70cbca7459aad33580828916e5423f9dc398a0ffae90410000000f09f909f00144d696e656420627920647362353137383335323300000000000000000000000000000000000000000000000500290000ff,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY;6a24aa21a9ed599fcddc2195f4142561319a1f5df043532ed6f2afbee37e10640cd6ccf1cc89080000000000000000;6a4c2952534b424c4f434b3a9cf9cd1ab231e3fd0a39b33fad8f84b288c815240f8df226abd02822001ab40e;6a24b9e11b6ddea6865e12f3b434b4712cfcc1071f21bce4838217cd35f9c9bab853e7c479c8,00000020aeacddb81df440fc21f3d6745372f673c251d63f5ca600000000000000000000348f1661057092b23cfa13cf3e6c9d775af65a0dbf86d84a301e698824685c21c323915d240f16179f107999,1214667,19300212450b6e3b0d4782504a027d7c03386abad20bedec0e4499acb8d5077b,00000020844a667a020de73fab7770533325edb8f21fa03dcb204e82b146239e72943842621621148966f0d06059944b006ccf6a398ab5b8eda43da6bb62bde047b77ac69123915d0000000000000000,1569792913,1805427d,stale,VALID,17160f24
612798,000000000000000000052c40aacc9320e993f0a15f6eef1e17ae249cdec0e636,0000000000000000000c15666da3b854d4b3830e0dec97b79883457fca56cef1,1579008083,171465f2,03be59092cfabe6d6d235f88260ee941f44bfb865ee0984bdfb4869d12d15c22904c561885e83836cd10000000f09f909f00134d696e65642062792073756e7a65726c69616e00000000000000000000000000000000000000000000000005001d480000,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY;6a24aa21a9ede94431e68c94d695358cabed76a7223ecc8c40320f2287db6bd27beb563999b4080000000000000000;6a4c2952534b424c4f434b3a60a95ce82ab07c5726edade8672dd686132ecfd1b61644eb46fe5e29001f09d7;6a24b9e11b6d92eaa29bda428143ec65d84662741884f7f1bf01f8a6f7f8646c223077f08dec,00000020f1ce56ca7f458398b797ec0d0e83b3d454b8a36d66150c0000000000000000004e39c83fe57483867f1bf77aa3155b6727898ea7ab71026732936263bec5e7fb53c01d5ef2651417090a954f,1506450,871a4d25bdadfbbfd8620d3048188b11f938267b6a0fc394a01dbb65a027b6f4,000000200841d3dae835fc1b2060ebd6a5ff1121cfd06f3624f7657e164077f9072bd09978d80784d45a21656770e09d7b8225873682af447b4367ef7c926e13a493ee5a21c01d5e0000000000000000,1579008033,180594af,stale,VALID,171465f2
