btc_height,btc_header_hash,btc_prev_hash,btc_time,btc_bits,coinbase_scriptsig_hex,coinbase_outputs,btc_header_hex,trc_height,child_block_hash,child_header_hex,child_block_time,child_nbits,classification,validation_status,expected_nbits
574287,00000000000000000020d41cb0805977d7f4446684867183f2baf8f0c10ce867,00000000000000000020cc03aa308463cf185b67af7edcff93b395e681cf72ee,1556813564,172c4e11,034fc30841d732c5bc5374b241d732c5bbd359662f48756f62692ffabe6d6d5fb3d8256952795707b6a23d04432301af9c85df05c3c139335dd49922c3094b8000000000000000e700731cc2b1290400000000,pkh(94155788e7233d7bea9aa29feb2ed37bc878c40b):1308434880;OP_RETURN:0,00004020ee72cf81e695b393ffdc7eaf675b18cf638430aa03cc200000000000000000005f7ff2f27f0fe1efc10881623034596fa37df6ccfc9f289eab9c4b4d460d6d92fc16cb5c114e2c17095ea7b6,1481520,58710ca5430ee7a30fda99b7faa908493d00f0b030704f860bb5286fe1187b0f,04013200612b5a1de4d2093e67c157c5007eff46688f71a793614fee1fb544a4aab3db519679d59503177566e214cfd84d2342470eecad09811e6af8344b44d26b8539b63d16cb5cde88071800000000,1556813373,180788de,stale,VALID,172c4e11
575695,0000000000000000002409ed07fdbb1d0359a0c516014115c5451aea724baec8,000000000000000000152f6d484846125ab486ee3de4b9f0addd5b5bebb8aab0,1557672834,1729ff38,03cfc80841d7360ce19c6c5641d7360ce0c14b802f45324d2026204254432e544f502ffabe6d6dbf1856fb71bee34a2fbd1aaf1e44e6ccdcde1f4e5cd0cd2bc9d786101d6f863e8000000000000000e50069f9942a000000000000,pkh(9eecda14fe314502197be7401f4bc3000d73335a):1282835602;OP_RETURN:0;pkh(172cc5187962a7255beddfbd99b547ff7a793527):11650373,00000020b0aab8eb5b5bddadf0b9e43dee86b45a124648486d2f150000000000000000006c90a0594f38754ab66865201b98a859d923b04fc1d7f8ce217a098b3e79f9998233d85c38ff2917d27e576a,1488345,e4787b5885fb89c949417154019c95c2844b9f6b68433465f20b51e49755e4e2,0401320041daf646a927af95af00abe19425203fe68f1ed8157f89610dbd560aa44425c3e30a367d49e066aea3eb50b9dbc89b8bc3bd8b107289ec352e27c0b89219dd924b33d85c0c66061800000000,1557672779,1806660c,stale,VALID,1729ff38
579169,0000000000000000000705b5fb5ffadd8bb33bb8e7b0cfd6c9c295fe9267e992,0000000000000000001189cebc9f85d3e7535f283a56a211930ffc9cea3a3923,1559638683,1725bb76,0361d60841d73d8ca7054c8f41d73d8ca6ae653d2f4254432e544f502ffabe6d6d56780691a9ea2ea09ba467d1c9201d13ce451f38775c243f4957f49895f5e7ff8000000000000000d3002cb1fec5def400000000,pkh(ba507bae8f1643d2556000ca26b9301b9069dc6b):1469642765;OP_RETURN:0,0000002023393aea9cfc0f9311a2563a285f53e7d3859fbcce891100000000000000000051c0e247fc48ed3dd5089799108c48f3d6d2a9da67244a8aa3d466bb5ffec1269b32f65c76bb25172850a255,1503945,7a60697cdd4e132a82342e7b8f566d34c30c262811c8c98798ce9002a4fb9eba,04013200360fb45ef2b7991e4b006be414739ea88f4d01757b9e121092c9531dd9d234826abfe664110276f2099de8ead381d6d5f18e8e322ec06837e508bb0d34628cbf9032f65c5af60b1800000000,1559638672,180bf65a,stale,VALID,1725bb76
586151,00000000000000000017a3d0245aaf6ea57a78d4cb2f7f61c4e07664105e3407,000000000000000000006447f6c4d727e0efa6a03e815846898170c59fd47d18,1563594240,171f0d9b,03a7f10841d74ca3804dd91a41d74ca3801ebe792f4254432e544f502ffabe6d6d474e907d6e5f4e4bdd3551ddb4bb6a1d0547728ec56df39aee91e438ca28b7118000000000000000d200cc6fa404000000000000,pkh(ba507bae8f1643d2556000ca26b9301b9069dc6b):1301895703;OP_RETURN:0;OP_RETURN:0,00004020187dd49fc57081894658813ea0a6efe027d7c4f6476400000000000000000000e4c878e66a5667ef8472fed0b03cfd2dffefcad1eaec91a65868fbc629d0413c008e325d9b0d1f17f4ddf7dc,1535359,bf3a22af36301094309aaa476897f694c741c425485203dabbd0bfda5b4ecdeb,0401320030436d46213fb5de0038c1c9863f84c35bea9f1fdc1303bccabc7eccbd71d1cd7a11f10130700106d9543d34c07593ad4c975efaaf16b56b3000076f42f86323b68d325d4f78071800000000,1563594166,1807784f,stale,VALID,171f0d9b
589508,0000000000000000000bb81a2063db16d47ed3c0dcb7000d437abb81a2cb8f0d,0000000000000000000b4c788595dcd5e9f5baa7d39b9deeb998b0844c293fb3,1565459781,171c3039,03c4fe0841d753c151e7d2eb41d753c1515ee9be2f48756f62692ffabe6d6d62970faf024f3c20256458f936a69107675aca850132bef02871149b04e6706b8000000000000000cb0046722052000000000000,pkh(79fc717859bdc1f8980cfaadd133da02fb1a99ef):1277403614;OP_RETURN:0;OP_RETURN:0,00000020b33f294c84b098b9ee9d9bd3a7baf5e9d5dc9585784c0b00000000000000000006f9be0aba53f6370a437fd24396cba2c76f70d002c6737230ede14eeac35d1245054f5d39301c17bc8be171,1550170,7f766e4ac7c427e46a68a4a08b394cf0093ea9ba87ff30941ae0efffa5748809,04013200beca50ab7522e8667f101fff170aae4b5d31dc72702d91b07cd6374071d9637de76acff75bdff3393993b7fbff62145b27e59edc9acb0522202cd93a6d155689ae044f5d62b3051800000000,1565459630,1805b362,stale,VALID,171c3039
597567,00000000000000000001426527cb1d50ef29977ee242330a6b5149e1bceea29f,0000000000000000000fa3fd7ba71c986736a7edd3bca25fb748bfc7adfd37fa,1570034246,17160f24,033f1e0941d76534924c4d3341d7653491a11e5d2f45324d2026204254432e544f502ffabe6d6dc6d4edf965e55feed44d3a5ccaf16695b2d2dd076f9bc1073de7a002244203f88000000000000000e700ee347c8a010000000000,pkh(0b904a4a8590d0ccff680bb8adc4ae4fe49f890a):1281947416;OP_RETURN:0;OP_RETURN:0,00004020fa37fdadc7bf48b75fa2bcd3eda73667981ca77bfda30f0000000000000000009209bd704d98bb2a72671e4bd43c385cff8e58eb5edd2c648032e7ca1150129446d2945d240f16174f851743,1586502,7f0352f778e250875798830c2d7151be1204e2190ca1004188980c62b9f70ae0,04013200e972fcaaee3cb83303e7d09b4d17166944cf357543d346c4ab0528cb82072122f01bf66f7065a9f94c4b81065e3bbb4a2f38f956a7e5c1736345560ba362fde219d2945deb53041800000000,1570034201,180453eb,stale,VALID,17160f24
607673,0000000000000000000fac4555d885511f322497c2f44c6e3db90057f5cfb463,0000000000000000000f330898015fa41ea34d4abcb92c4a77c5b9eaa1c8ac5a,1576084056,1715dbd2,03b9450941d77c4896cdfcfd41d77c489647199f2f315448617368263538434f494e2ffabe6d6dd64b71c87fd891bfee7e74b60cacb95d55bd9b18d42095a74fd8c710120a516c8000000000000000dc0062ae1645010000000000,pkh(2220867b1e79c403fafe339a809a65ed01cb6979):1263515126;OP_RETURN:0;OP_RETURN:0,000040205aacc8a1eab9c5774a2cb9bc4a4da31ea45f019808330f0000000000000000003336bfd313f0ea5008d6f0c1c6891665a8596d994256065b543958b493fe04d75822f15dd2db15178a009d34,1634560,672164d6fa7c85de855353d42f6216e354855b32ccf1a17fb275e09db349b4c8,04013200794908ef804f2f585c3c5bf5bbfdae28091fed685c264cf3a59c1e218f8768756c5b59e15bf2aabf4da495b8891e288ba5f04f1a81457fe00d5eb674c4f1879a3922f15d293b051800000000,1576084025,18053b29,stale,VALID,1715dbd2
614601,0000000000000000000cd4fe0479cad63e7eb6df154c28dec9d7ed37a510bfbf,00000000000000000002c59d17f75df18dcc621e5d00afe63db0f342a01b30b8,1580026083,17130c78,03c9600941d78b52390a20ae41d78b5238f90b772f315448617368263538434f494e2ffabe6d6d22f4be6071924833524e05fbca87a21745f2db6ad27eca0f4a7e5e781583f47d8000000000000000dc00f4f616d9380000000000,pkh(2220867b1e79c403fafe339a809a65ed01cb6979):1257114148;OP_RETURN:0;OP_RETURN:0,00200020b8301ba042f3b03de6af005d1e62cc8df15df7179dc5020000000000000000005ba257c79b3c211076f77c04a8687508aba344973a6cd4503490cc8a00a8d1b6e3482d5e780c131719c7156e,1665854,20aefd35fe607c5ff7b65a29f34d7b1ba1a8b9834ef27eb2bed72fd350ad5cac,0401320056a83a269d1171f92c2a5d3cc6a33c2a5353ab042f7813dd25d17d186d5bc64b2c9a61125365f6358fa0af77680a74fcd2af2272b6fe47e5d5ffaf00b41e9ac0a9482d5ea7a0031800000000,1580026025,1803a0a7,stale,VALID,17130c78
623024,000000000000000000071cf6bc3703bb4dc24d4a43ceff3a0e6ac86cb74b1b91,0000000000000000000f99ee26d2cf1a45316b5436bb19ddbf9e6794a88e0ca6,1585229427,17143b41,03b0810941d79f2b9c7f1f3541d79f2b9c58cfe82f48756f62692ffabe6d6d5f91efad6b0bda8026fe302cf155809f3634d8d80739f16261ce2b2584fcde698000000000000000dd004fd75a7f00a000000000,pkh(79fc717859bdc1f8980cfaadd133da02fb1a99ef):1272469137;OP_RETURN:0;OP_RETURN:0,00000020a60c8ea894679ebfdd19bb36546b31451acfd226ee990f00000000000000000036fc3998e366b8363c2bd3a2be6364b6b822f28ba5f43dd8d7800f37512a42cb73ae7c5e413b1417c100472c,1707177,3a50e90a2fe22e6da34c6420d7dc453ec042767f4d12e8c324e23e2d2fcd9eca,040132002d01c13014425cc3c7266d78599c10ed169e43ad2fc4e3d4541f3fce50f6d43e2a4f6d14ae24f10a8c45353dc123bd9f929131ab6f5be42b49e84b9a0e43564a5eae7c5e68d4041800000000,1585229406,1804d468,stale,VALID,17143b41
628490,0000000000000000000f18592c64fbb62fdc29795c47c70478f38b548d2fd3b3,00000000000000000002e13e4332aed9a428012c0ab60917876b67e799445349,1588377399,1711a333,030a970941d7ab2dceba5eef41d7ab2dcdeda67e2f315448617368263538434f494e2ffabe6d6d7cfc03d2d2b09375fe0d60cdfe7844eeeced6550d65d88860ecd35a273f5496b8000000000000000b4000414979d030000000000,pkh(2220867b1e79c403fafe339a809a65ed01cb6979):1282423319;OP_RETURN:0;OP_RETURN:0,0000c02049534499e7676b871709b60a2c0128a4d9ae32433ee1020000000000000000002c332f23b37128506fc50b45188edc5539f12ced047c2e8e2d6dabc324b89a9637b7ac5e33a31117c8ec46b6,1732185,76abee5721eae38eccb08705d87aa77baf4adcaeb9e425995f2795d264682189,0401320042701cc8200063a62217794606e89082ac7aa8f4d4c2ef08516e0e910159fbf2019f84ef84087add1ef369c80e456a40d03a9b3607a5c48b4c54ef8344dee35b36b7ac5e8e5d041800000000,1588377398,18045d8e,stale,VALID,1711a333
633898,00000000000000000006e4f72bf9dda0ee692a4f36bc3562eeae3c259ea449e6,0000000000000000001006e4a292756dd04ef24f6e4901233e4f53224e78e281,1591721252,17147f35,032aac0941d7b7ef49c3d52241d7b7ef4917e50f2f315448617368263538434f494e2ffabe6d6dc49ae53b081efd9e7ba69b08570294f000d77c1fdf7683e691bedc458f99bcf38000000000000000fe00e3985abc020000000000,pkh(2220867b1e79c403fafe339a809a65ed01cb6979):661435654;OP_RETURN:0;OP_RETURN:0,0000402081e2784e22534f3e2301496e4ff24ed06d7592a2e40610000000000000000000e34d393dacc407019f1a0b5351b19265d6d58a9db2b3aa0b7bf005b8e5f46b9124bddf5e357f1417446ae89e,1758703,9540ff5320041352d379ef64f5a529fbc626a4c14241d85447b0dc6f22aa94b9,04013200d583db63ab46db7f46027f60eff70f6fecaea23c55d90b80ee1626f887eaa9e742d8ce13d72a58aab431554c782188e81903b1ffc190074335e268c2800f431beebcdf5eebd0041800000000,1591721198,1804d0eb,stale,VALID,17147f35
642522,000000000000000000036f762effd9c6879299d358ac41ceb0f445ddb1eda495,00000000000000000005e5a8622735b343980b7b7c7f2f01e2da8f27f33f0377,1596742729,1710b4f8,03dacd0941d7cb1713bb3e5141d7cb1712c3796e2f315448617368263538434f494e2ffabe6d6df3841e7836a3548a9b9e966372f614111abb62ba77e9c2228ba52b83b87311e380000000000000008dbf5fd6dfb3000000000000,pkh(2220867b1e79c403fafe339a809a65ed01cb6979):751508212;OP_RETURN:0;OP_RETURN:0,0000c02077033ff3278fdae2012f7f7c7b0b9843b3352762a8e505000000000000000000d179095c5c57fb76382723397d3821dada2768f2232c3e0c6dc84cf098735da0495c2c5ff8b41017368d1ce0,1798533,2d89afa34569b799b6bb263ca78669f7d11a2764fa8a6bd264beedae1b4253e4,04013200cac59e4377a879c5118fd0ab1335cb627ebcf384f232441a563bb937a602032bfca5e692dbbbae5913f9b3b838628ab49bad80c1de3abfcf67daa2ae2dfa16fdda5b2c5fc23d041800000000,1596742618,18043dc2,stale,VALID,1710b4f8
642669,00000000000000000007959607cb8aa17386a665f0caabdb4e8b69deb635d259,0000000000000000000b81794b3919bf7824a369626ad8f06518afc87da47445,1596827538,1710b4f8,036dce0941d7cb69e6175a7441d7cb69e4d6f4e02f315448617368263538434f494e2ffabe6d6d4e76a63427231e25025bb4929246f46c400110e48b65ccc7c98cd76cb5d2e5378000000000000000dc00a87e49e7010000000000,pkh(2220867b1e79c403fafe339a809a65ed01cb6979):707734856;OP_RETURN:0;OP_RETURN:0,000000204574a47dc8af1865f0d86a6269a32478bf19394b79810b000000000000000000e0151f589674b0f6e6353141fd1972e9836539f2dfbcc0cd6857e4a700b3f75092a72d5ff8b410170d046fd9,1799208,72f6b6e31fc88e1b5b996080a276e493462592af772180137ef2f0da0ae484b6,040132009f00efe15136da490f2365bdc516288c5220aff0beb9337466b0453ba37a39943ff314f8257089c62bb18198e5825832649302ca2df9ecccd396e538accca0626aa72d5f579b031800000000,1596827498,18039b57,stale,VALID,1710b4f8
643109,0000000000000000000d2f399065ee9be3150a37fd6c9ee1676a7688862ae2fd,0000000000000000000fdb730d07851d873485f5a310d183b3de8b5381441bbc,1597090778,17109bac,0325d00941d7cc6af7e5fecf41d7cc6af6f60cc32f315448617368263538434f494e2ffabe6d6de46b419454eadc8a808a2568ee1c183226fef2aed86518c26616b62b73c87de78000000000000000b400c63812841b0000000000,pkh(2220867b1e79c403fafe339a809a65ed01cb6979):727872422;OP_RETURN:0;OP_RETURN:0,00e0ff37bc1b4481538bdeb383d110a3f58534871d85070d73db0f000000000000000000c08618dc12e96d23167560558da12fa8451cf4152fe7f265be9da0a0a68309f5daab315fac9b10175e1f9270,1801293,7e43dca27f625399ca52384b1138a0d548e2dc9a6fbd7407417907165efedabc,04013200b05b1726e929aee8be2d19904c58ad389cf96c672379d88764f7eb003ccd232a2135e72bd5835b99fe94caba1d28232f9dc5458902b4d562a1b064cb3ab54e3706ab315f1506031800000000,1597090566,18030615,stale,VALID,17109bac
645179,00000000000000000004c1baa2412fd31eb75bbe79def4f66ef97e0e15a20668,00000000000000000001ec87384b890463079ebf7e3b08f4a7c678b03ea3354c,1598297126,171007ea,033bd80941d7d1050adfa5f341d7d10509e1386b2f315448617368263538434f494e2ffabe6d6d2da96dff193908b0f6e74eacb5fa73811dfd7b5e96d07950ce50906380d08ccd800000000000000078ced65f35370a0000000000,pkh(2220867b1e79c403fafe339a809a65ed01cb6979):684119333;OP_RETURN:0;OP_RETURN:0,00e0ff3f4c35a33eb078c6a7f4083b7ebf9e076304894b3887ec01000000000000000000065608e9e20e989d83f10c07f27c42557b7b4eb3ef679bbb438193a8f04fadea2614445fea071017348a0a69,1810854,e599ab111516efb05fea6e089fc196da6e54fa3d405a020606db8791651dff30,04013200b50b5d515490c99de1d2d445386977ac09884f7031f49ac267200bf3c01d40dc64e8450afbd57db77e8cd0ea7a37bc0b24bbe2478fac14a1097447ab9d5edc49dd13445f5bd1041800000000,1598297053,1804d15b,stale,VALID,171007ea
