chain,source_kind,source_path,source_row_number,artifact_scope,provenance,child_height,child_block_hash,child_header_hex,child_block_time,child_nbits,btc_height,btc_header_hash,btc_prev_hash,btc_time,btc_bits,btc_nonce,btc_header_hex,coinbase_scriptsig_hex,coinbase_outputs,full_coinbase_hex,classification,validation_status,expected_nbits,rejection_reason,btc_stale_relevance,relevance_reason
devcoin,full_inventory,<chain-archive>/devcoin/classified/devcoin_unknown_blocks.csv,14001,full_classifier_inventory,archive,152944,ca5649be75bbd5bf088f2f3f3c9c272c101240b424dadff44bb34a7f3ac802dd,0101040039ecc08ec004d466c4f03b32117158961ccb1f45312a1756cf1c94e41563374c7ba087b0e4b384efaa546e8ab076654b21ac5a6f94f08584d60ef2613a78628eda7b0c54f16e551800000000,1410104282,18556ef1,319569,0000000000000000171c9655aef946d1b428d55397fcadc26f79386ad0fb61ae,00000000000000000731785b96c6d016f077a1fc8acc6b417316dac641722f7c,1410104547,182815ee,2947595561,020000007c2f7241c6da1673416bcc8afca177f016d0c6965b783107000000000000000093451b7b2a6a8ff5ab7d89993643e108200bf70fe30b26f942d9a56abe008830e37c0c54ee15281829bdb0af,0351e0041b4d696e656420627920416e74506f6f6c2000000000540c7ce3010dfabe6d6d0e8bf56c434bdc05312b01a1368aa8b1cc753fa812fa1df23ac83442c8eb1949040000000000000014020000ee3f1700,76a914e44839239ab36f5bc67b2079de00ecf587233ebe88ac,,unknown,,,,strict_btc_orphan,strict_height_nbits_match
