chain,source_kind,source_path,source_row_number,artifact_scope,provenance,child_height,child_block_hash,child_header_hex,child_block_time,child_nbits,btc_height,btc_header_hash,btc_prev_hash,btc_time,btc_bits,btc_nonce,btc_header_hex,coinbase_scriptsig_hex,coinbase_outputs,full_coinbase_hex,classification,validation_status,expected_nbits,rejection_reason,btc_stale_relevance,relevance_reason
i0coin,full_inventory,<chain-archive>/i0coin/classified/i0coin_unknown_blocks.csv,1854,full_classifier_inventory,archive,1525818,128711954c8f51439073499950945f45a19c29d677b9aec4b3ec87b8d87282bc,01010200418d1c486ed59d372209f18b38c4cd13ed47458605a2e198b3c64f4c8c1a2b53f10ad16acf92c6e87a18029a6c65961d3569052be0a652648dd77218dccdd457854997558e01061900000000,1435978117,1906018e,,00000000000000000cb7a20ee4e199e347ad7369936abae53a1518efa531ec61,0000000000000000155f2519d35cd5d2869900bcc5093594b27763a0315390b4,1435978124,1816418e,2769231577,03000000b4905331a06377b2943509c5bc009986d2d55cd319255f150000000000000000334590846af20915ea38e90a4f4c5cd3cd42273ac2be57c59eb132f2be40cde08c4997558e411618d91e0fa5,03d58c05e4b883e5bda9e7a59ee4bb99e9b1bcfabe6d6d08024815ae59883116796dfdf1f6c4626a66e744f25569786663a89f8a01c39010000000f09f909f4e657720486f72697a6f6e73206973203132333539353038206b6d20746f20506c75746f00,76a914c825a1ecf2a6830c4401620c3a16f1995057c2ab88ac,,unknown,,,,strict_btc_orphan,strict_height_nbits_match
i0coin,full_inventory,<chain-archive>/i0coin/classified/i0coin_unknown_blocks.csv,1855,full_classifier_inventory,archive,1525826,7b2c60d189ed7bdd14d15e81d12fff668a2b5ca14f9aae212f9970fdfc331720,01010200c8012f328e13bba30acb27cfbc2e1d94d566423630543cda32a15a631dc2352050a7c8a73f7e5ed7d059f82b7444158a428d1fbcd1168912e716188c390518054f4b97558e01061900000000,1435978575,1906018e,,00000000000000001301bfd6f566a421c7eeba103d09b312032ca065cb185de7,00000000000000000966d65e0fd87d1d5a8f154a2c955816c28e2006e381aa18,1435978576,1816418e,2983296319,0300000018aa81e306208ec21658952c4a158f5a1d7dd80f5ed6660900000000000000009e932c2f6dd01e59b22d4603bae975f0c860433839a338418ebccb0b01e0db32504b97558e4116183f7dd1b1,03d78c05e4b883e5bda9e7a59ee4bb99e9b1bcfabe6d6da8c523c71a403b17048e8ecf499503fa3279a01afa9fd84b814b592fd92062df10000000f09f909f4e657720486f72697a6f6e73206973203132333533323739206b6d20746f20506c75746f00,76a914c825a1ecf2a6830c4401620c3a16f1995057c2ab88ac,,unknown,,,,strict_btc_orphan,strict_height_nbits_match
