chain,source_kind,source_path,source_row_number,artifact_scope,provenance,child_height,child_block_hash,child_block_time,btc_height,btc_header_hash,btc_prev_hash,btc_time,btc_bits,btc_nonce,btc_header_hex,coinbase_scriptsig_hex,coinbase_outputs,full_coinbase_hex,classification,validation_status,expected_nbits,rejection_reason,btc_stale_relevance,relevance_reason
syscoin,full_inventory,<chain-archive>/syscoin/classified/syscoin_unknown_blocks.csv,17555,full_classifier_inventory,archive,1720842,9700bd574f2aaa977afffbd5615a802a660050ad027664a2c35a31e18de84015,1700080267,816925,00000000000000000002519abcdc0b85977087bae63a36cd4a13638c22721ebd,00000000000000000003bccb5c7ff759adc174d474053dc4eb14bb1bdc67895b,1700080312,17045a12,3794945228,00a0a0295b8967dc1bbb14ebc43d0574d474c1ad59f77f5ccbbc0300000000000000000018bfec3da2b3a1a8e5ac8278e584863e7769c53dde9df7e0a7268e1ce5dafd4cb82a5565125a0417cc4432e2,031d770c194d696e656420627920416e74506f6f6c209300af03144fcc3afabe6d6d7b44ab0f1345bed1bcd4c78b66545d313f071a3c50c2aa881ef5de6db532c912100000000000000000007e807500000000000000,38XnPvu9PmonFU9WouPXUjYbW91wa5MerL:6.25|OP_RETURN:0.0|OP_RETURN:0.0|OP_RETURN:0.0,,unknown,UNKNOWN,,,strict_btc_orphan,strict_height_nbits_match
